"lat","long","Tavg","Date","year","lat.long"
49.3333,10.8,3.0149999326095,"1951-01-08",1951,"49.3333 10.8"
49.4,11.4,2.51999994367361,"1951-01-08",1951,"49.4 11.4"
49.4667,9.58333,3.50499992165715,"1951-01-08",1951,"49.4667 9.58333"
48.8833,12.6,0.514999988488853,"1951-01-08",1951,"48.8833 12.6"
48.4333,10.4167,1.70499996189028,"1951-01-08",1951,"48.4333 10.4167"
49.95,11.1667,3.0149999326095,"1951-01-08",1951,"49.95 11.1667"
50.3,10.4667,3.31999992579222,"1951-01-08",1951,"50.3 10.4667"
52.4,9.45,4.85999989137053,"1951-01-08",1951,"52.4 9.45"
49.45,10.3167,2.84999993629754,"1951-01-08",1951,"49.45 10.3167"
50.5167,8.81667,3.27499992679805,"1951-01-09",1951,"50.5167 8.81667"
50,8.71667,4.80499989259988,"1951-01-09",1951,"50 8.71667"
48.7167,9.21667,2.06499995384365,"1951-01-09",1951,"48.7167 9.21667"
48.8333,12.9667,-2.96499993372709,"1951-01-09",1951,"48.8333 12.9667"
50.4167,10.3833,1.88999995775521,"1951-01-09",1951,"50.4167 10.3833"
48.5833,12.1833,-3.01999993249774,"1951-01-09",1951,"48.5833 12.1833"
49.1667,11.45,-0.249999994412065,"1951-01-09",1951,"49.1667 11.45"
49.7167,10.2167,2.49999994412065,"1951-01-09",1951,"49.7167 10.2167"
49.3333,10.8,1.16499997396022,"1951-01-09",1951,"49.3333 10.8"
49.4,11.4,0.369999991729856,"1951-01-09",1951,"49.4 11.4"
49.4667,9.58333,2.42999994568527,"1951-01-09",1951,"49.4667 9.58333"
48.8833,12.6,-3.91499991249293,"1951-01-09",1951,"48.8833 12.6"
48.4333,10.4167,-1.0899999756366,"1951-01-09",1951,"48.4333 10.4167"
49.95,11.1667,0.799999982118607,"1951-01-09",1951,"49.95 11.1667"
50.3,10.4667,1.88999995775521,"1951-01-09",1951,"50.3 10.4667"
52.4,9.45,4.08999990858138,"1951-01-09",1951,"52.4 9.45"
49.45,10.3167,1.36999996937811,"1951-01-09",1951,"49.45 10.3167"
50.5167,8.81667,0.684999984689057,"1951-01-10",1951,"50.5167 8.81667"
50,8.71667,1.02499997708946,"1951-01-10",1951,"50 8.71667"
48.7167,9.21667,-0.189999995753169,"1951-01-10",1951,"48.7167 9.21667"
48.8333,12.9667,-3.91499991249293,"1951-01-10",1951,"48.8333 12.9667"
50.4167,10.3833,-0.529999988153577,"1951-01-10",1951,"50.4167 10.3833"
48.5833,12.1833,-5.72999987192452,"1951-01-10",1951,"48.5833 12.1833"
49.1667,11.45,-2.70999993942678,"1951-01-10",1951,"49.1667 11.45"
49.7167,10.2167,-0.334999992512167,"1951-01-10",1951,"49.7167 10.2167"
49.3333,10.8,-1.21499997284263,"1951-01-10",1951,"49.3333 10.8"
49.4,11.4,-1.78499996010214,"1951-01-10",1951,"49.4 11.4"
49.4667,9.58333,0.26999999396503,"1951-01-10",1951,"49.4667 9.58333"
48.8833,12.6,-6.32999985851347,"1951-01-10",1951,"48.8833 12.6"
48.4333,10.4167,-5.35999988019466,"1951-01-10",1951,"48.4333 10.4167"
49.95,11.1667,-0.989999977871776,"1951-01-10",1951,"49.95 11.1667"
50.3,10.4667,-0.529999988153577,"1951-01-10",1951,"50.3 10.4667"
52.4,9.45,1.92999995686114,"1951-01-10",1951,"52.4 9.45"
49.45,10.3167,-1.44499996770173,"1951-01-10",1951,"49.45 10.3167"
50.5167,8.81667,3.97999991104007,"1951-01-11",1951,"50.5167 8.81667"
50,8.71667,5.26999988220632,"1951-01-11",1951,"50 8.71667"
48.7167,9.21667,3.00999993272126,"1951-01-11",1951,"48.7167 9.21667"
48.8333,12.9667,-3.86499991361052,"1951-01-11",1951,"48.8333 12.9667"
50.4167,10.3833,2.20499995071441,"1951-01-11",1951,"50.4167 10.3833"
48.5833,12.1833,-4.68499989528209,"1951-01-11",1951,"48.5833 12.1833"
49.1667,11.45,-0.654999985359609,"1951-01-11",1951,"49.1667 11.45"
49.7167,10.2167,3.17499992903322,"1951-01-11",1951,"49.7167 10.2167"
49.3333,10.8,1.51499996613711,"1951-01-11",1951,"49.3333 10.8"
49.4,11.4,0.394999991171062,"1951-01-11",1951,"49.4 11.4"
49.4667,9.58333,3.55499992053956,"1951-01-11",1951,"49.4667 9.58333"
48.8833,12.6,-5.61499987449497,"1951-01-11",1951,"48.8833 12.6"
48.4333,10.4167,-1.15499997418374,"1951-01-11",1951,"48.4333 10.4167"
49.95,11.1667,1.38999996893108,"1951-01-11",1951,"49.95 11.1667"
50.3,10.4667,2.20499995071441,"1951-01-11",1951,"50.3 10.4667"
52.4,9.45,5.37999987974763,"1951-01-11",1951,"52.4 9.45"
49.45,10.3167,2.29499994870275,"1951-01-11",1951,"49.45 10.3167"
50.5167,8.81667,4.94499988947064,"1951-01-12",1951,"50.5167 8.81667"
50,8.71667,6.53999985381961,"1951-01-12",1951,"50 8.71667"
48.7167,9.21667,3.30999992601573,"1951-01-12",1951,"48.7167 9.21667"
48.8333,12.9667,-1.36499996948987,"1951-01-12",1951,"48.8333 12.9667"
50.4167,10.3833,4.38999990187585,"1951-01-12",1951,"50.4167 10.3833"
48.5833,12.1833,-4.08499990869313,"1951-01-12",1951,"48.5833 12.1833"
49.1667,11.45,0.644999985583127,"1951-01-12",1951,"49.1667 11.45"
49.7167,10.2167,4.71499989461154,"1951-01-12",1951,"49.7167 10.2167"
49.3333,10.8,3.73999991640449,"1951-01-12",1951,"49.3333 10.8"
49.4,11.4,1.98499995563179,"1951-01-12",1951,"49.4 11.4"
49.4667,9.58333,4.62999989651144,"1951-01-12",1951,"49.4667 9.58333"
48.8833,12.6,-3.98499991092831,"1951-01-12",1951,"48.8833 12.6"
48.4333,10.4167,-1.22999997250736,"1951-01-12",1951,"48.4333 10.4167"
49.95,11.1667,3.4149999236688,"1951-01-12",1951,"49.95 11.1667"
50.3,10.4667,4.38999990187585,"1951-01-12",1951,"50.3 10.4667"
52.4,9.45,5.38499987963587,"1951-01-12",1951,"52.4 9.45"
49.45,10.3167,4.15999990701675,"1951-01-12",1951,"49.45 10.3167"
50.5167,8.81667,2.4699999447912,"1951-01-13",1951,"50.5167 8.81667"
50,8.71667,4.15999990701675,"1951-01-13",1951,"50 8.71667"
48.7167,9.21667,3.06499993149191,"1951-01-13",1951,"48.7167 9.21667"
48.8333,12.9667,-2.08999995328486,"1951-01-13",1951,"48.8333 12.9667"
50.4167,10.3833,2.4949999442324,"1951-01-13",1951,"50.4167 10.3833"
48.5833,12.1833,-1.74999996088445,"1951-01-13",1951,"48.5833 12.1833"
49.1667,11.45,1.84999995864928,"1951-01-13",1951,"49.1667 11.45"
49.7167,10.2167,3.05999993160367,"1951-01-13",1951,"49.7167 10.2167"
49.3333,10.8,2.80999993719161,"1951-01-13",1951,"49.3333 10.8"
49.4,11.4,2.01999995484948,"1951-01-13",1951,"49.4 11.4"
49.4667,9.58333,2.64999994076788,"1951-01-13",1951,"49.4667 9.58333"
48.8833,12.6,-2.98999993316829,"1951-01-13",1951,"48.8833 12.6"
48.4333,10.4167,1.64499996323138,"1951-01-13",1951,"48.4333 10.4167"
49.95,11.1667,2.154999951832,"1951-01-13",1951,"49.95 11.1667"
50.3,10.4667,2.4949999442324,"1951-01-13",1951,"50.3 10.4667"
52.4,9.45,3.27999992668629,"1951-01-13",1951,"52.4 9.45"
49.45,10.3167,2.20499995071441,"1951-01-13",1951,"49.45 10.3167"
50.5167,8.81667,2.82999993674457,"1951-01-14",1951,"50.5167 8.81667"
50,8.71667,4.5049998993054,"1951-01-14",1951,"50 8.71667"
48.7167,9.21667,3.63999991863966,"1951-01-14",1951,"48.7167 9.21667"
48.8333,12.9667,-0.134999996982515,"1951-01-14",1951,"48.8333 12.9667"
50.4167,10.3833,3.1599999293685,"1951-01-14",1951,"50.4167 10.3833"
48.5833,12.1833,-0.584999986924231,"1951-01-14",1951,"48.5833 12.1833"
49.1667,11.45,1.76499996054918,"1951-01-14",1951,"49.1667 11.45"
49.7167,10.2167,3.77999991551042,"1951-01-14",1951,"49.7167 10.2167"
49.3333,10.8,3.23499992769212,"1951-01-14",1951,"49.3333 10.8"
49.4,11.4,2.22499995026737,"1951-01-14",1951,"49.4 11.4"
49.4667,9.58333,3.85499991383404,"1951-01-14",1951,"49.4667 9.58333"
48.8833,12.6,-0.644999985583127,"1951-01-14",1951,"48.8833 12.6"
48.4333,10.4167,1.1499999742955,"1951-01-14",1951,"48.4333 10.4167"
49.95,11.1667,2.75499993842095,"1951-01-14",1951,"49.95 11.1667"
50.3,10.4667,3.1599999293685,"1951-01-14",1951,"50.3 10.4667"
52.4,9.45,4.05499990936369,"1951-01-14",1951,"52.4 9.45"
49.45,10.3167,3.04499993193895,"1951-01-14",1951,"49.45 10.3167"
50.5167,8.81667,2.83499993663281,"1951-01-15",1951,"50.5167 8.81667"
50,8.71667,4.164999906905,"1951-01-15",1951,"50 8.71667"
48.7167,9.21667,3.75499991606921,"1951-01-15",1951,"48.7167 9.21667"
48.8333,12.9667,-1.66999996267259,"1951-01-15",1951,"48.8333 12.9667"
50.4167,10.3833,2.38999994657934,"1951-01-15",1951,"50.4167 10.3833"
48.5833,12.1833,-1.54499996546656,"1951-01-15",1951,"48.5833 12.1833"
49.1667,11.45,0.834999981336296,"1951-01-15",1951,"49.1667 11.45"
49.7167,10.2167,3.37499992456287,"1951-01-15",1951,"49.7167 10.2167"
49.3333,10.8,2.02499995473772,"1951-01-15",1951,"49.3333 10.8"
49.4,11.4,1.19999997317791,"1951-01-15",1951,"49.4 11.4"
49.4667,9.58333,3.92999991215765,"1951-01-15",1951,"49.4667 9.58333"
48.8833,12.6,-2.12499995250255,"1951-01-15",1951,"48.8833 12.6"
48.4333,10.4167,0.364999991841614,"1951-01-15",1951,"48.4333 10.4167"
49.95,11.1667,1.52499996591359,"1951-01-15",1951,"49.95 11.1667"
50.3,10.4667,2.38999994657934,"1951-01-15",1951,"50.3 10.4667"
52.4,9.45,3.729999916628,"1951-01-15",1951,"52.4 9.45"
49.45,10.3167,2.38999994657934,"1951-01-15",1951,"49.45 10.3167"
50.5167,8.81667,2.65999994054437,"1951-01-16",1951,"50.5167 8.81667"
50,8.71667,3.42999992333353,"1951-01-16",1951,"50 8.71667"
48.7167,9.21667,0.964999978430569,"1951-01-16",1951,"48.7167 9.21667"
48.8333,12.9667,0.034999999217689,"1951-01-16",1951,"48.8333 12.9667"
50.4167,10.3833,2.05499995406717,"1951-01-16",1951,"50.4167 10.3833"
48.5833,12.1833,0.144999996758997,"1951-01-16",1951,"48.5833 12.1833"
49.1667,11.45,0.249999994412065,"1951-01-16",1951,"49.1667 11.45"
49.7167,10.2167,2.45999994501472,"1951-01-16",1951,"49.7167 10.2167"
49.3333,10.8,0.989999977871776,"1951-01-16",1951,"49.3333 10.8"
49.4,11.4,0.30999999307096,"1951-01-16",1951,"49.4 11.4"
49.4667,9.58333,1.35999996960163,"1951-01-16",1951,"49.4667 9.58333"
48.8833,12.6,0.539999987930059,"1951-01-16",1951,"48.8833 12.6"
48.4333,10.4167,0.11499999742955,"1951-01-16",1951,"48.4333 10.4167"
49.95,11.1667,1.17999997362494,"1951-01-16",1951,"49.95 11.1667"
50.3,10.4667,2.05499995406717,"1951-01-16",1951,"50.3 10.4667"
52.4,9.45,3.29999992623925,"1951-01-16",1951,"52.4 9.45"
49.45,10.3167,0.739999983459711,"1951-01-16",1951,"49.45 10.3167"
50.5167,8.81667,1.67499996256083,"1951-01-17",1951,"50.5167 8.81667"
50,8.71667,2.28499994892627,"1951-01-17",1951,"50 8.71667"
48.7167,9.21667,0.849999981001019,"1951-01-17",1951,"48.7167 9.21667"
48.8333,12.9667,-0.359999991953373,"1951-01-17",1951,"48.8333 12.9667"
50.4167,10.3833,0.88999998010695,"1951-01-17",1951,"50.4167 10.3833"
48.5833,12.1833,-0.274999993853271,"1951-01-17",1951,"48.5833 12.1833"
49.1667,11.45,-0.109999997541308,"1951-01-17",1951,"49.1667 11.45"
49.7167,10.2167,1.46999996714294,"1951-01-17",1951,"49.7167 10.2167"
49.3333,10.8,0.469999989494681,"1951-01-17",1951,"49.3333 10.8"
49.4,11.4,-0.0449999989941716,"1951-01-17",1951,"49.4 11.4"
49.4667,9.58333,1.02499997708946,"1951-01-17",1951,"49.4667 9.58333"
48.8833,12.6,-0.0849999981001019,"1951-01-17",1951,"48.8833 12.6"
48.4333,10.4167,-1.04999997653067,"1951-01-17",1951,"48.4333 10.4167"
49.95,11.1667,0.379999991506338,"1951-01-17",1951,"49.95 11.1667"
50.3,10.4667,0.88999998010695,"1951-01-17",1951,"50.3 10.4667"
52.4,9.45,4.32999990321696,"1951-01-17",1951,"52.4 9.45"
49.45,10.3167,0.204999995417893,"1951-01-17",1951,"49.45 10.3167"
50.5167,8.81667,4.13499990757555,"1951-01-18",1951,"50.5167 8.81667"
50,8.71667,5.76499987114221,"1951-01-18",1951,"50 8.71667"
48.7167,9.21667,4.19999990612268,"1951-01-18",1951,"48.7167 9.21667"
48.8333,12.9667,0.909999979659915,"1951-01-18",1951,"48.8333 12.9667"
50.4167,10.3833,3.39999992400408,"1951-01-18",1951,"50.4167 10.3833"
48.5833,12.1833,1.7799999602139,"1951-01-18",1951,"48.5833 12.1833"
49.1667,11.45,2.3249999480322,"1951-01-18",1951,"49.1667 11.45"
49.7167,10.2167,4.17499990668148,"1951-01-18",1951,"49.7167 10.2167"
49.3333,10.8,3.08499993104488,"1951-01-18",1951,"49.3333 10.8"
49.4,11.4,2.36499994713813,"1951-01-18",1951,"49.4 11.4"
49.4667,9.58333,3.92999991215765,"1951-01-18",1951,"49.4667 9.58333"
48.8833,12.6,1.38999996893108,"1951-01-18",1951,"48.8833 12.6"
48.4333,10.4167,2.34999994747341,"1951-01-18",1951,"48.4333 10.4167"
49.95,11.1667,2.39999994635582,"1951-01-18",1951,"49.95 11.1667"
50.3,10.4667,3.39999992400408,"1951-01-18",1951,"50.3 10.4667"
52.4,9.45,5.52499987650663,"1951-01-18",1951,"52.4 9.45"
49.45,10.3167,2.93499993439764,"1951-01-18",1951,"49.45 10.3167"
50.5167,8.81667,2.82999993674457,"1951-01-19",1951,"50.5167 8.81667"
50,8.71667,4.72999989427626,"1951-01-19",1951,"50 8.71667"
48.7167,9.21667,2.5549999428913,"1951-01-19",1951,"48.7167 9.21667"
48.8333,12.9667,0.7749999826774,"1951-01-19",1951,"48.8333 12.9667"
50.4167,10.3833,2.59999994188547,"1951-01-19",1951,"50.4167 10.3833"
48.5833,12.1833,1.33499997016042,"1951-01-19",1951,"48.5833 12.1833"
49.1667,11.45,1.89499995764345,"1951-01-19",1951,"49.1667 11.45"
49.7167,10.2167,3.34499992523342,"1951-01-19",1951,"49.7167 10.2167"
49.3333,10.8,2.32999994792044,"1951-01-19",1951,"49.3333 10.8"
49.4,11.4,1.80999995954335,"1951-01-19",1951,"49.4 11.4"
49.4667,9.58333,2.96999993361533,"1951-01-19",1951,"49.4667 9.58333"
48.8833,12.6,1.26999997161329,"1951-01-19",1951,"48.8833 12.6"
48.4333,10.4167,1.56499996501952,"1951-01-19",1951,"48.4333 10.4167"
49.95,11.1667,2.07999995350838,"1951-01-19",1951,"49.95 11.1667"
50.3,10.4667,2.59999994188547,"1951-01-19",1951,"50.3 10.4667"
52.4,9.45,4.12999990768731,"1951-01-19",1951,"52.4 9.45"
49.45,10.3167,1.99499995540828,"1951-01-19",1951,"49.45 10.3167"
50.5167,8.81667,3.75999991595745,"1951-01-20",1951,"50.5167 8.81667"
50,8.71667,5.89999986812472,"1951-01-20",1951,"50 8.71667"
48.7167,9.21667,4.03499990981072,"1951-01-20",1951,"48.7167 9.21667"
48.8333,12.9667,0.609999986365438,"1951-01-20",1951,"48.8333 12.9667"
50.4167,10.3833,2.86499993596226,"1951-01-20",1951,"50.4167 10.3833"
48.5833,12.1833,1.51499996613711,"1951-01-20",1951,"48.5833 12.1833"
49.1667,11.45,2.1799999512732,"1951-01-20",1951,"49.1667 11.45"
49.7167,10.2167,3.90499991271645,"1951-01-20",1951,"49.7167 10.2167"
49.3333,10.8,2.85499993618578,"1951-01-20",1951,"49.3333 10.8"
49.4,11.4,2.04499995429069,"1951-01-20",1951,"49.4 11.4"
49.4667,9.58333,3.96499991137534,"1951-01-20",1951,"49.4667 9.58333"
48.8833,12.6,1.13499997463077,"1951-01-20",1951,"48.8833 12.6"
48.4333,10.4167,2.66499994043261,"1951-01-20",1951,"48.4333 10.4167"
49.95,11.1667,2.12999995239079,"1951-01-20",1951,"49.95 11.1667"
50.3,10.4667,2.86499993596226,"1951-01-20",1951,"50.3 10.4667"
52.4,9.45,3.68499991763383,"1951-01-20",1951,"52.4 9.45"
49.45,10.3167,2.77499993797392,"1951-01-20",1951,"49.45 10.3167"
50.5167,8.81667,1.56999996490777,"1951-01-21",1951,"50.5167 8.81667"
50,8.71667,3.40499992389232,"1951-01-21",1951,"50 8.71667"
48.7167,9.21667,3.67499991785735,"1951-01-21",1951,"48.7167 9.21667"
48.8333,12.9667,-1.88999995775521,"1951-01-21",1951,"48.8333 12.9667"
50.4167,10.3833,0.299999993294477,"1951-01-21",1951,"50.4167 10.3833"
48.5833,12.1833,-1.68999996222556,"1951-01-21",1951,"48.5833 12.1833"
49.1667,11.45,-0.414999990724027,"1951-01-21",1951,"49.1667 11.45"
49.7167,10.2167,1.85499995853752,"1951-01-21",1951,"49.7167 10.2167"
49.3333,10.8,0.344999992288649,"1951-01-21",1951,"49.3333 10.8"
49.4,11.4,-0.564999987371266,"1951-01-21",1951,"49.4 11.4"
